author_year,study,cluster,group,case,phase,session,outcome,B1,T1,B2,T2,T3,T4,P,M1,G1
Maccini & Hughes (2000),8,3,2,5,Intervention 1,42,100,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,3,2,5,Intervention 1,54,92,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,3,2,5,Intervention 2,58,100,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,3,2,5,Intervention 2,64,100,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,3,2,5,Intervention 3,68,94,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,3,2,5,Intervention 3,75,94,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,3,2,5,Generalization,80,75,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,3,2,5,Generalization,87,49,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,4,1,1,Baseline 1,1,56,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,4,1,1,Baseline 1,4,55,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,4,1,1,Baseline 1,7,5,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,4,1,1,Baseline 1,11,52,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,4,1,1,Intervention 1,15,93,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,4,1,1,Intervention 1,23,87,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,4,1,1,Intervention 2,27,95,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,4,1,1,Intervention 2,34,96,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,4,1,1,Intervention 3,38,95,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,4,1,1,Intervention 3,46,88,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,4,1,1,Generalization,53,70,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,4,1,1,Generalization,62,61,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,4,1,2,Baseline 1,1,4,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,4,1,2,Baseline 1,4,66,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,4,1,2,Baseline 1,8,66,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,4,1,2,Baseline 1,12,6,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,4,1,2,Baseline 1,14,51,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,4,1,2,Intervention 1,42,92,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,4,1,2,Intervention 1,54,87,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,4,1,2,Intervention 2,58,89,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,4,1,2,Intervention 2,65,86,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,4,1,2,Intervention 3,68,96,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,4,1,2,Intervention 3,75,93,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,4,1,2,Generalization,80,67,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,4,1,2,Generalization,88,44,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,4,1,3,Baseline 1,1,57,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,4,1,3,Baseline 1,4,35,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,4,1,3,Baseline 1,7,31,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,4,1,3,Baseline 1,14,66,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,4,1,3,Baseline 1,17,53,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,4,1,3,Intervention 1,87,87,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,4,1,3,Intervention 1,98,96,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,4,1,3,Intervention 2,102,77,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,4,1,3,Intervention 2,108,84,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,4,1,3,Intervention 3,112,88,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,4,1,3,Intervention 3,118,89,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,4,1,3,Generalization,123,96,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,4,1,3,Generalization,130,54,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,4,2,4,Baseline 1,2,78,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,4,2,4,Baseline 1,5,25,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,4,2,4,Baseline 1,8,22,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,4,2,4,Baseline 1,12,13,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,4,2,4,Intervention 1,15,95,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,4,2,4,Intervention 1,23,95,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,4,2,4,Intervention 2,26,87,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,4,2,4,Intervention 2,34,89,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,4,2,4,Intervention 3,38,97,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,4,2,4,Intervention 3,46,89,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,4,2,4,Generalization,52,82,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,4,2,4,Generalization,62,60,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,4,2,5,Baseline 1,1,21,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,4,2,5,Baseline 1,4,36,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,4,2,5,Baseline 1,8,31,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,4,2,5,Baseline 1,11,24,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,4,2,5,Baseline 1,14,34,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,4,2,5,Intervention 1,42,83,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,4,2,5,Intervention 1,54,97,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,4,2,5,Intervention 2,58,95,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,4,2,5,Intervention 2,64,97,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,4,2,5,Intervention 3,68,91,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,4,2,5,Intervention 3,75,83,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,4,2,5,Generalization,80,70,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,4,2,5,Generalization,87,56,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,5,1,1,Baseline 1,1,2,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,5,1,1,Baseline 1,4,2,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,5,1,1,Baseline 1,7,2,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,5,1,1,Baseline 1,11,2,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,5,1,1,Intervention 1,14,83,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,5,1,1,Intervention 1,21,87,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,5,1,1,Intervention 2,24,91,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,5,1,1,Intervention 2,33,90,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,5,1,1,Intervention 3,37,86,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,5,1,1,Intervention 3,46,91,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,5,1,1,Generalization,52,100,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,5,1,1,Generalization,60,82,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,5,1,2,Baseline 1,1,4,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,5,1,2,Baseline 1,4,11,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,5,1,2,Baseline 1,7,26,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,5,1,2,Baseline 1,10,6,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,5,1,2,Baseline 1,14,26,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,5,1,2,Intervention 1,41,89,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,5,1,2,Intervention 1,53,100,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,5,1,2,Intervention 2,57,100,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,5,1,2,Intervention 2,63,100,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,5,1,2,Intervention 3,67,100,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,5,1,2,Intervention 3,74,83,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,5,1,2,Generalization,79,95,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,5,1,2,Generalization,86,95,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,5,1,3,Baseline 1,2,60,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,5,1,3,Baseline 1,6,2,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,5,1,3,Baseline 1,10,9,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,5,1,3,Baseline 1,14,34,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,5,1,3,Baseline 1,17,2,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,5,1,3,Intervention 1,87,98,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,5,1,3,Intervention 1,99,97,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,5,1,3,Intervention 2,103,99,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,5,1,3,Intervention 2,109,91,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,5,1,3,Intervention 3,113,91,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,5,1,3,Intervention 3,119,99,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,5,1,3,Generalization,123,73,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,5,1,3,Generalization,129,83,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,5,2,4,Baseline 1,1,20,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,5,2,4,Baseline 1,4,9,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,5,2,4,Baseline 1,8,36,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,5,2,4,Baseline 1,12,19,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,5,2,4,Intervention 1,15,100,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,5,2,4,Intervention 1,23,92,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,5,2,4,Intervention 2,28,94,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,5,2,4,Intervention 2,34,92,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,5,2,4,Intervention 3,39,98,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,5,2,4,Intervention 3,48,93,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,5,2,4,Generalization,53,61,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,5,2,4,Generalization,61,75,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,5,2,5,Baseline 1,1,6,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,5,2,5,Baseline 1,4,6,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,5,2,5,Baseline 1,8,2,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,5,2,5,Baseline 1,12,2,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,5,2,5,Baseline 1,15,2,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,5,2,5,Intervention 1,42,100,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,5,2,5,Intervention 1,53,95,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,5,2,5,Intervention 2,57,100,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,5,2,5,Intervention 2,63,94,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,5,2,5,Intervention 3,67,100,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,5,2,5,Intervention 3,73,87,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,5,2,5,Generalization,80,66,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,5,2,5,Generalization,86,67,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,6,1,1,Baseline 1,1,75,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,6,1,1,Baseline 1,4,99,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,6,1,1,Baseline 1,7,32,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,6,1,1,Baseline 1,11,70,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,6,1,1,Intervention 1,14,89,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,6,1,1,Intervention 1,21,82,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,6,1,1,Intervention 2,24,84,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,6,1,1,Intervention 2,33,87,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,6,1,1,Intervention 3,37,82,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,6,1,1,Intervention 3,46,87,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,6,1,1,Generalization,52,95,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,6,1,1,Generalization,60,77,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,6,1,2,Baseline 1,1,1,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,6,1,2,Baseline 1,4,27,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,6,1,2,Baseline 1,7,6,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,6,1,2,Baseline 1,10,3,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,6,1,2,Baseline 1,14,22,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,6,1,2,Intervention 1,41,94,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,6,1,2,Intervention 1,53,98,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,6,1,2,Intervention 2,57,100,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,6,1,2,Intervention 2,63,99,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,6,1,2,Intervention 3,67,100,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,6,1,2,Intervention 3,74,87,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,6,1,2,Generalization,79,92,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,6,1,2,Generalization,86,92,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,6,1,3,Baseline 1,2,76,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,6,1,3,Baseline 1,6,57,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,6,1,3,Baseline 1,10,56,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,6,1,3,Baseline 1,14,97,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,6,1,3,Baseline 1,17,56,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,6,1,3,Intervention 1,87,95,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,6,1,3,Intervention 1,99,95,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,6,1,3,Intervention 2,103,90,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,6,1,3,Intervention 2,109,98,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,6,1,3,Intervention 3,113,99,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,6,1,3,Intervention 3,119,96,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,6,1,3,Generalization,123,78,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,6,1,3,Generalization,129,99,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,6,2,4,Baseline 1,1,35,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,6,2,4,Baseline 1,4,21,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,6,2,4,Baseline 1,8,25,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,6,2,4,Baseline 1,12,46,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,6,2,4,Intervention 1,15,96,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,6,2,4,Intervention 1,23,90,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,6,2,4,Intervention 2,28,88,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,6,2,4,Intervention 2,34,88,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,6,2,4,Intervention 3,39,95,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,6,2,4,Intervention 3,48,89,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,6,2,4,Generalization,53,64,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,6,2,4,Generalization,61,71,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,6,2,5,Baseline 1,1,3,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,6,2,5,Baseline 1,4,3,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,6,2,5,Baseline 1,8,31,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,6,2,5,Baseline 1,12,49,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,6,2,5,Baseline 1,15,35,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,6,2,5,Intervention 1,42,100,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,6,2,5,Intervention 1,53,91,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,6,2,5,Intervention 2,57,97,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,6,2,5,Intervention 2,63,100,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,6,2,5,Intervention 3,67,92,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,6,2,5,Intervention 3,73,84,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,6,2,5,Generalization,80,62,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,6,2,5,Generalization,86,75,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,7,1,1,Baseline 1,1,2,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,7,1,1,Baseline 1,4,2,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,7,1,1,Baseline 1,7,2,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,7,1,1,Baseline 1,11,2,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,7,1,1,Intervention 1,15,100,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,7,1,1,Intervention 1,22,92,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,7,1,1,Intervention 2,26,99,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,7,1,1,Intervention 2,34,99,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,7,1,1,Intervention 3,38,99,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,7,1,1,Intervention 3,45,100,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,7,1,1,Generalization,53,100,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,7,1,1,Generalization,60,100,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,7,1,2,Baseline 1,1,6,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,7,1,2,Baseline 1,4,51,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,7,1,2,Baseline 1,7,23,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,7,1,2,Baseline 1,11,25,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,7,1,2,Baseline 1,14,23,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,7,1,2,Intervention 1,42,90,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,7,1,2,Intervention 1,53,100,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,7,1,2,Intervention 2,57,100,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,7,1,2,Intervention 2,64,100,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,7,1,2,Intervention 3,68,100,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,7,1,2,Intervention 3,74,100,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,7,1,2,Generalization,79,92,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,7,1,2,Generalization,87,100,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,7,1,3,Baseline 1,2,13,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,7,1,3,Baseline 1,6,2,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,7,1,3,Baseline 1,9,20,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,7,1,3,Baseline 1,13,20,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,7,1,3,Baseline 1,17,6,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,7,1,3,Intervention 1,87,99,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,7,1,3,Intervention 1,98,99,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,7,1,3,Intervention 2,102,99,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,7,1,3,Intervention 2,108,98,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,7,1,3,Intervention 3,112,100,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,7,1,3,Intervention 3,119,99,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,7,1,3,Generalization,124,70,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,7,1,3,Generalization,128,98,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,7,2,4,Baseline 1,2,19,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,7,2,4,Baseline 1,5,27,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,7,2,4,Baseline 1,8,19,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,7,2,4,Baseline 1,11,18,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,7,2,4,Intervention 1,15,99,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,7,2,4,Intervention 1,23,99,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,7,2,4,Intervention 2,26,98,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,7,2,4,Intervention 2,34,99,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,7,2,4,Intervention 3,38,99,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,7,2,4,Intervention 3,46,99,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,7,2,4,Generalization,53,70,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,7,2,4,Generalization,60,82,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,7,2,5,Baseline 1,2,2,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,7,2,5,Baseline 1,6,2,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,7,2,5,Baseline 1,8,2,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,7,2,5,Baseline 1,12,2,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,7,2,5,Baseline 1,15,2,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,7,2,5,Intervention 1,42,100,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,7,2,5,Intervention 1,54,91,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,7,2,5,Intervention 2,57,100,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,7,2,5,Intervention 2,64,100,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,7,2,5,Intervention 3,67,90,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,7,2,5,Intervention 3,73,89,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,7,2,5,Generalization,80,67,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,7,2,5,Generalization,86,74,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,8,1,1,Baseline 1,1,75,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,8,1,1,Baseline 1,4,75,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,8,1,1,Baseline 1,7,100,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,8,1,1,Baseline 1,11,55,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,8,1,1,Intervention 1,15,95,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,8,1,1,Intervention 1,22,98,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,8,1,1,Intervention 2,26,96,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,8,1,1,Intervention 2,34,97,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,8,1,1,Intervention 3,38,95,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,8,1,1,Intervention 3,45,96,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,8,1,1,Generalization,53,95,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,8,1,1,Generalization,60,95,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,8,1,2,Baseline 1,1,1,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,8,1,2,Baseline 1,4,16,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,8,1,2,Baseline 1,7,16,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,8,1,2,Baseline 1,11,22,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,8,1,2,Baseline 1,14,9,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,8,1,2,Intervention 1,42,95,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,8,1,2,Intervention 1,53,98,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,8,1,2,Intervention 2,57,99,0,0,0,1,0,0,0,0,0
